species,subfamily,colony.size,colony.size.sample.size,colony.size.ref,poly_id,TMP_avg,TMP_sd,TMP_med,TMP_cv,PRE_avg,PRE_sd,PRE_med,PRE_cv,DTR_avg,DTR_sd,DTR_med,DTR_cv
Sericomyrmex_amabilis,Myrmicinae,432.80,34,"Ferguson-Gow, 2014; Holldobler & Wilson, 1990; Shik et al., 2018",1,23.77609434,0.994018868,23.84811321,0.042226415,200.8907925,128.734,189.2235849,0.665396226,9.209528302,0.984150943,9.046226415,0.104207547
Simopelta_pentadentata,Ponerinae,1000.00,1,"Kronauer et al., 2011",0,22.892,0.760333333,22.83333333,0.033333333,260.4233333,173.4706667,260.5833333,0.667333333,7.658333333,0.604666667,7.433333333,0.078666667
Simopelta_pergandei,Ponerinae,1000.00,1,"Kronauer et al., 2011",0,21.74963889,0.884833333,21.83472222,0.041805556,190.1798056,112.6411944,180.3930556,0.618611111,9.662083333,1.114555556,9.490277778,0.113194444
Stigmatomma_pluto,Amblyoponinae,29.75,4,"Shik, 2008; Kaspari & Vargo, 1995",0,26.60575,1.08225,26.55,0.04075,114.34275,75.953,105.8625,0.65875,8.944,1.624,8.9,0.182
Strumigenys_frivaldszkyi,Myrmicinae,15.00,1,"Holldobler & Wilson, 1990",0,25.18685714,0.734142857,25.3,0.029571429,232.5192857,94.19542857,232.75,0.406857143,9.048285714,0.639142857,9.114285714,0.072
Strumigenys_loriae,Myrmicinae,400.00,2,"Holldobler & Wilson, 1990",1,23.2679375,0.80275,23.3875,0.0351875,251.3545,108.669625,241.16875,0.4240625,9.8671875,0.798375,9.98125,0.083
Strumigenys_mayri,Myrmicinae,100.00,1,"Holldobler & Wilson, 1990",0,23.79877778,0.713777778,23.91666667,0.030555556,253.9996111,94.27822222,250.4027778,0.385833333,10.57277778,0.658388889,10.66111111,0.066888889
Strumigenys_serrula,Myrmicinae,78.00,78,"Beckers et al., 1989",0,24.41307895,1.085842105,24.45789474,0.0445,118.9513421,81.30839474,116.9460526,0.691078947,10.63336842,1.568605263,10.37105263,0.145710526
Strumigenys_truncatidens,Myrmicinae,133.00,1,"Beckers et al., 1989",0,19.61591667,1.224916667,19.74166667,0.064166667,92.96533333,73.5765,76.0375,0.810416667,11.69991667,1.48,11.59166667,0.126166667
Tatuidris_tatusia,Agroecomyrmecinae,7.00,1,"Donoso, 2012",0,22.17228125,1.10246875,22.321875,0.051609375,174.5972656,122.9200156,154.1617188,0.72175,10.56426563,1.2170625,10.30234375,0.114625
Terataner_alluaudi,Myrmicinae,27.00,7,"Kaspari & Vargo, 1995",0,23.07619048,1.701571429,23.53809524,0.076761905,158.33,124.4351905,109.7714286,0.823714286,8.930238095,0.67952381,8.888095238,0.074142857
Terataner_foreli,Myrmicinae,12.00,9,"Kaspari & Vargo, 1995",0,22.8544,1.8468,23.28,0.0818,188.1148,120.6222,155.12,0.6462,8.4968,0.4322,8.4,0.05
Tetramorium_melleum,Myrmicinae,5000.00,2,"Holldobler & Wilson, 1990",0,23.14521739,0.979,23.32608696,0.042652174,234.0887391,102.907087,220.1934783,0.505217391,10.715,0.793391304,10.7826087,0.081086957
